entrezGeneId,hugoGeneSymbol,type
127379737,NPEPPSP2,pseudogene
374739,SPMIP8,protein-coding
100130988,SPMIP7,protein-coding
106480482,RN7SL23P,pseudogene
106479054,TMEM256P2,pseudogene
200523,SPMIP9,protein-coding
105369729,ZNF970P,pseudogene
112267877,PPP1CB-DT,ncRNA
171483,FAM9B,protein-coding
171482,FAM9A,protein-coding
171484,FAM9C,protein-coding
100128217,GTF3AP5,pseudogene
100135063,GTF3AP6,pseudogene
100874020,MAGI2-AS1,ncRNA
100874021,MAGI2-AS2,ncRNA
100135064,GTF3AP1,pseudogene
106480682,GTF3AP2,pseudogene
140707,BRI3BP,protein-coding
112323209,GTF3AP3,pseudogene
100420593,GTF3AP4,pseudogene
100419895,ZNF971P,pseudogene
136895,SPMIP4,protein-coding
389948,MKNK2P1,pseudogene
200159,SPMIP3,protein-coding
84688,SPMIP6,protein-coding
101930094,RSPH1-DT,ncRNA
143379,SPMIP5,protein-coding
100505881,MAGI2-AS3,ncRNA
152940,SPMIP2,protein-coding
100130705,SPMIP1,protein-coding
-150,MIR-770/5P,miRNA
84315,MON1A,protein-coding
22879,MON1B,protein-coding
100130035,BLOC1S6P1,pseudogene
100313931,PIRC68,ncRNA
100313910,PIRC69,ncRNA
81202,OR5BQ1P,pseudogene
100418710,KIAA1191P1,pseudogene
100313865,PIRC66,ncRNA
100313817,PIRC67,ncRNA
100313864,PIRC64,ncRNA
100313794,PIRC65,ncRNA
100313816,PIRC62,ncRNA
23431,AP4E1,protein-coding
100313793,PIRC63,ncRNA
100313863,PIRC60,ncRNA
100131918,KIAA1191P3,pseudogene
642975,TMEM230P2,pseudogene
100313899,PIRC61,ncRNA
100127938,KIAA1191P2,pseudogene
100189204,TRL-CAG3-1,tRNA
3795,KHK,protein-coding
117981795,TMEM230P1,pseudogene
51720,UIMC1,protein-coding
100861530,UFL1-AS1,ncRNA
26227,PHGDH,protein-coding
100313909,PIRC59,ncRNA
100133103,RPL7L1P13,pseudogene
644721,RPL7L1P14,pseudogene
100313930,PIRC57,ncRNA
390618,RPL7L1P15,pseudogene
100313918,PIRC58,ncRNA
100127965,RPL7L1P16,pseudogene
100313792,PIRC55,ncRNA
106480729,RPL7L1P10,pseudogene
100313862,PIRC56,ncRNA
-1615,MIR-7973-2/7973,miRNA
100313861,PIRC53,ncRNA
347509,RPL7L1P11,pseudogene
100420200,RPL7L1P12,pseudogene
100313815,PIRC54,ncRNA
100313860,PIRC51,ncRNA
106480928,RN7SL22P,pseudogene
100313791,PIRC52,ncRNA
100313814,PIRC50,ncRNA
100288666,RPL7L1P17,pseudogene
100131013,RPL7L1P18,pseudogene
646140,RPL7L1P19,pseudogene
22944,KIN,protein-coding
162282,ANKFN1,protein-coding
101926913,ERICH2-DT,ncRNA
3815,KIT,protein-coding
84740,AFAP1-AS1,ncRNA
55857,KIZ,protein-coding
347689,SOX2-OT,ncRNA
100313894,PIRC88,ncRNA
100313873,PIRC89,ncRNA
100313911,PIRC86,ncRNA
100313872,PIRC87,ncRNA
100313820,PIRC84,ncRNA
100313871,PIRC85,ncRNA
101927211,ZNF451-AS1,ncRNA
100313933,PIRC82,ncRNA
100313891,PIRC83,ncRNA
100313819,PIRC80,ncRNA
100313870,PIRC81,ncRNA
100288405,SFTPA3P,pseudogene
100189392,TRK-TTT16-1,tRNA
130872,AHSA2P,pseudogene
100313797,PIRC79,ncRNA
28941,IGKV1-9,other
102723465,ELF3-AS1,ncRNA
100313868,PIRC77,ncRNA
28942,IGKV1-8,other
100313869,PIRC78,ncRNA
100313919,PIRC75,ncRNA
28943,IGKV1-6,other
100313796,PIRC76,ncRNA
100189021,TRA-CGC3-1,tRNA
28299,IGKV1-5,other
-2323,MIR-302B/5P,miRNA
100313795,PIRC73,ncRNA
100313932,PIRC74,ncRNA
100313818,PIRC71,ncRNA
106479232,RN7SL20P,pseudogene
100313867,PIRC72,ncRNA
100313866,PIRC70,ncRNA
129810500,PCHILR,ncRNA
129049,SGSM1,protein-coding
6407,SEMG2,protein-coding
27352,SGSM3,protein-coding
9905,SGSM2,protein-coding
6406,SEMG1,protein-coding
152831,KLB,protein-coding
-2056,MIR-5707/5707,miRNA
84103,C4ORF17,protein-coding
339843,WWP1P1,pseudogene
55286,C4ORF19,protein-coding
-3487,MIR-125B-1/3P,miRNA
-74,MIR-93/93*,miRNA
286103,ZNF252P-AS1,ncRNA
54097,FAM3B,protein-coding
60343,FAM3A,protein-coding
131177,FAM3D,protein-coding
10447,FAM3C,protein-coding
93380,MMGT1,protein-coding
100874039,THOC7-AS1,ncRNA
644844,PHGR1,protein-coding
26027,ACOT11,protein-coding
134526,ACOT12,protein-coding
55856,ACOT13,protein-coding
387328,ZNF322P1,pseudogene
8564,KMO,protein-coding
57820,CCNB1IP1,protein-coding
1061,CENPCP1,pseudogene
7305,TYROBP,protein-coding
-735,MIR-6081/6081,miRNA
121847981,RNF186-AS1,ncRNA
107075248,RARRES2P11,pseudogene
643072,BAZ2B-AS1,ncRNA
106481972,RARRES2P10,pseudogene
-2659,MIR-3170/3170,miRNA
7251,TSG101,protein-coding
-17,MIR-6125/6125,miRNA
28614,TRBV5-1,other
28611,TRBV5-4,other
28610,TRBV5-5,other
28613,TRBV5-2,pseudogene
28612,TRBV5-3,other
-3486,MIR-125B-1/5P,miRNA
28607,TRBV5-8,other
55765,INAVA,protein-coding
28609,TRBV5-6,other
28608,TRBV5-7,other
101929203,RNFT1P3,pseudogene
441328,FAM90A10,protein-coding
150947,PPIL1P1,pseudogene
100420886,RNFT1P1,pseudogene
100132264,RNFT1P2,pseudogene
728746,FAM90A17,protein-coding
441326,FAM90A18,protein-coding
389630,FAM90A15,protein-coding
441323,FAM90A16,protein-coding
441314,FAM90A13,protein-coding
645651,FAM90A14,protein-coding
441331,FAM90A11,protein-coding
645879,FAM90A12,protein-coding
285966,TCAF2,protein-coding
9747,TCAF1,protein-coding
441394,SUGT1P1,pseudogene
728706,SUGT1P2,pseudogene
283507,SUGT1P3,pseudogene
112272564,SUGT1P4,pseudogene
-3680,MIR-548O/548O,miRNA
7183,TRC-GCA24-1,tRNA
100128465,IFIT6P,pseudogene
10717,AP4B1,protein-coding
57654,UVSSA,protein-coding
100189129,TRE-TTC11-1,pseudogene
100631266,MPHOSPH10P9,pseudogene
100631268,MPHOSPH10P8,pseudogene
100533850,MPHOSPH10P7,pseudogene
105376698,MPHOSPH10P6,pseudogene
-2310,MIR-3064/3P,miRNA
100631267,MPHOSPH10P5,pseudogene
100631265,MPHOSPH10P4,pseudogene
100652840,MPHOSPH10P3,pseudogene
285556,C4ORF54,protein-coding
107987215,MPHOSPH10P2,pseudogene
643802,MPHOSPH10P1,pseudogene
84823,LMNB2,protein-coding
1241,LTB4R,protein-coding
4001,LMNB1,protein-coding
400566,LIAT1,protein-coding
389197,C4ORF50,protein-coding
149773,APCDD1L-DT,ncRNA
646603,C4ORF51,protein-coding
100506655,LCMT1-AS2,ncRNA
102723510,LCMT1-AS1,ncRNA
8195,MKKS,protein-coding
106480735,XIAP-AS1,ncRNA
111216275,KIF26B-AS1,ncRNA
106479181,RN7SKP193,pseudogene
106480893,RN7SKP194,pseudogene
201725,C4ORF46,protein-coding
106480952,RN7SL118P,pseudogene
106480471,RN7SKP191,pseudogene
106480892,RN7SKP192,pseudogene
106480891,RN7SKP190,pseudogene
-3021,MIR-4297/4297,miRNA
106479184,RN7SKP199,pseudogene
106480894,RN7SKP197,pseudogene
3734,ANOS2P,pseudogene
106481242,RNU6-209P,pseudogene
106479183,RN7SKP198,pseudogene
106481816,RN7SKP195,pseudogene
106479182,RN7SKP196,pseudogene
439996,IFIT1B,protein-coding
100188987,TRH-GTG1-5,tRNA
100009607,TRH-GTG1-6,tRNA
106481968,B3GNTL1P1,pseudogene
100189307,TRH-GTG1-3,tRNA
106480419,B3GNTL1P2,pseudogene
100189174,TRH-GTG1-4,tRNA
100189065,TRH-GTG1-9,tRNA
100188986,TRH-GTG1-7,tRNA
100188988,TRH-GTG1-8,tRNA
121832811,BTBD3-AS1,ncRNA
359737,MRPL20P1,pseudogene
6433,SFSWAP,protein-coding
106479177,RN7SKP182,pseudogene
132989,C4ORF36,protein-coding
-152,MIR-769/3P,miRNA
106480889,RN7SKP183,pseudogene
106480888,RN7SKP180,pseudogene
106479264,RN7SL117P,pseudogene
106479176,RN7SKP181,pseudogene
-2309,MIR-3064/5P,miRNA
22978,NT5C2,protein-coding
132321,C4ORF33,protein-coding
106479179,RN7SKP188,pseudogene
106479180,RN7SKP189,pseudogene
106480692,RN7SKP186,pseudogene
106480890,RN7SKP187,pseudogene
106480470,RN7SKP184,pseudogene
219738,FAM241B,protein-coding
106479178,RN7SKP185,pseudogene
132720,FAM241A,protein-coding
100421580,ABRAXAS1P1,pseudogene
100133073,ABRAXAS1P2,pseudogene
7238,TRT-AGT7-1,tRNA
1787,TRDMT1,protein-coding
106480929,RN7SL28P,pseudogene
55665,URGCP,protein-coding
106480887,RN7SKP171,pseudogene
106480488,RN7SL116P,pseudogene
106480469,RN7SKP172,pseudogene
106479171,RN7SKP170,pseudogene
55249,YY1AP1,protein-coding
106481815,RN7SKP179,pseudogene
106479174,RN7SKP177,pseudogene
106479175,RN7SKP178,pseudogene
106479173,RN7SKP175,pseudogene
285095,FAM240C,protein-coding
110806297,FAM240B,protein-coding
106635536,RN7SKP176,pseudogene
106635535,RN7SKP173,pseudogene
100132146,FAM240A,protein-coding
1294,COL7A1,protein-coding
106479172,RN7SKP174,pseudogene
-1357,MIR-4786/3P,miRNA
102724250,LOC102724250,protein-coding
401316,EIF4HP1,pseudogene
165545,DQX1,protein-coding
349136,WDR86,protein-coding
100421545,EIF4HP2,pseudogene
84292,WDR83,protein-coding
100420611,CENATACP1,pseudogene
112840,WDR89,protein-coding
83889,WDR87,protein-coding
126248,WDR88,protein-coding
105369804,RASSF3-DT,ncRNA
56964,WDR93,protein-coding
197335,WDR90,protein-coding
29062,WDR91,protein-coding
106479560,RNU6ATAC40P,pseudogene
-3693,MIR-10400/3P,miRNA
-655,MIR-664/664,miRNA
653067,XAGE1B,protein-coding
106480489,RN7SL138P,pseudogene
653220,XAGE1A,protein-coding
54663,WDR74,protein-coding
84128,WDR75,protein-coding
256764,WDR72,protein-coding
84942,WDR73,protein-coding
29915,HCFC2,protein-coding
90417,KNSTRN,protein-coding
79968,WDR76,protein-coding
79084,WDR77,protein-coding
3054,HCFC1,protein-coding
100271060,RPS13P4,pseudogene
100129718,RPS13P3,pseudogene
27259,HPLH1,unknown
729236,RPS13P2,pseudogene
100128305,RPS13P1,pseudogene
645630,RPS13P8,pseudogene
124997,WDR81,protein-coding
645918,RPS13P7,pseudogene
80335,WDR82,protein-coding
100271062,RPS13P6,pseudogene
56288,PARD3,protein-coding
106481250,RNU6-229P,pseudogene
100271061,RPS13P5,pseudogene
106481869,RNU6ATAC41P,pseudogene
780852,SNORD3B-2,snoRNA
26851,SNORD3B-1,snoRNA
100188991,TRH-GTG1-1,tRNA
100189334,TRH-GTG1-2,tRNA
128025,WDR64,protein-coding
284403,WDR62,protein-coding
402415,XKRX,protein-coding
55330,BLOC1S4,protein-coding
63915,BLOC1S5,protein-coding
26258,BLOC1S6,protein-coding
9082,XKRY,pseudogene
55100,WDR70,protein-coding
2647,BLOC1S1,protein-coding
282991,BLOC1S2,protein-coding
388552,BLOC1S3,protein-coding
-1125,MIR-514-1/3P,miRNA
3118,HLA-DQA2,protein-coding
3117,HLA-DQA1,protein-coding
79726,WDR59,protein-coding
348793,WDR53,protein-coding
100422230,KCTD10P1,pseudogene
84058,WDR54,protein-coding
54853,WDR55,protein-coding
55113,XKR8,protein-coding
343702,XKR7,protein-coding
100421184,ZBTB2P1,pseudogene
389668,XKR9,protein-coding
-2636,MIR-20/20,miRNA
54903,MKS1,protein-coding
54554,WDR5B,protein-coding
101926893,LIX1-AS1,ncRNA
100874028,SGO1-AS1,ncRNA
114786,XKR4,protein-coding
150165,XKR3,protein-coding
286046,XKR6,protein-coding
389610,XKR5,protein-coding
151790,WDR49,protein-coding
92565,FANK1,protein-coding
22911,WDR47,protein-coding
-2048,MIR-32/32,miRNA
57599,WDR48,protein-coding
28863,IGKV1OR2-11,pseudogene
51230,PHF20,protein-coding
79142,PHF23,protein-coding
55255,WDR41,protein-coding
-1549,MIR-4641/4641,miRNA
11152,WDR45,protein-coding
9277,WDR46,protein-coding
23160,WDR43,protein-coding
54521,WDR44,protein-coding
400867,ETS2-AS1,ncRNA
-1124,MIR-514-1/5P,miRNA
106480958,RN7SL135P,pseudogene
100128853,ZNF725P,pseudogene
7208,TRL-TAG1-1,tRNA
23349,PHF24,protein-coding
106481249,RNU6-226P,pseudogene
401551,WDR38,protein-coding
3070,HELLS,protein-coding
134430,WDR36,protein-coding
22884,WDR37,protein-coding
-2639,MIR-1D/3P,miRNA
114987,WDR31,protein-coding
100131733,USP30-AS1,ncRNA
57539,WDR35,protein-coding
138948,DBH-AS1,ncRNA
55339,WDR33,protein-coding
-2588,MIR-204/3P,miRNA
28832,IGLJ2,other
28831,IGLJ3,other
28833,IGLJ1,other
106479271,RN7SL134P,pseudogene
90990,KIFC2,protein-coding
26128,KIFBP,protein-coding
3833,KIFC1,protein-coding
102724229,LOC102724229,protein-coding
645204,HNRNPMP1,pseudogene
390948,HNRNPMP2,pseudogene
106479667,RNU6-225P,pseudogene
3801,KIFC3,protein-coding
28828,IGLJ6,other
-2638,MIR-20/3P,miRNA
28827,IGLJ7,other
3121,HLA-DQB3,unknown
28830,IGLJ4,other
3120,HLA-DQB2,protein-coding
28829,IGLJ5,other
3119,HLA-DQB1,protein-coding
253769,WDR27,protein-coding
79446,WDR25,protein-coding
80232,WDR26,protein-coding
9907,AP5Z1,protein-coding
100288179,TSEN15P1,pseudogene
106480781,TSEN15P2,pseudogene
105375192,TSEN15P3,pseudogene
28596,TRBV7-2,other
91833,WDR20,protein-coding
28595,TRBV7-3,other
28597,TRBV7-1,other
28592,TRBV7-6,other
84219,WDR24,protein-coding
28591,TRBV7-7,other
28594,TRBV7-4,other
-2517,MIR-2861/2861,miRNA
284167,POLRMTP1,pseudogene
28593,TRBV7-5,pseudogene
28590,TRBV7-8,other
28589,TRBV7-9,other
106479370,RN7SL399P,pseudogene
106479668,RNU6-228P,pseudogene
106481173,RNU6ATAC42P,pseudogene
105372589,BCL2L1-AS1,ncRNA
100861485,DUTP3,pseudogene
100873910,DUTP4,pseudogene
116966,WDR17,protein-coding
548637,DUTP1,pseudogene
100873909,DUTP2,pseudogene
57418,WDR18,protein-coding
400863,LOC400863,protein-coding
57728,WDR19,protein-coding
100189029,TRC-GCA22-1,tRNA
100873913,DUTP7,pseudogene
55759,WDR12,protein-coding
-2047,MIR-32/3P,miRNA
100873914,DUTP8,pseudogene
100129297,CD200R1L-AS1,ncRNA
64743,WDR13,protein-coding
100873911,DUTP5,pseudogene
100873912,DUTP6,pseudogene
100128590,SLC8A1-AS1,ncRNA
55717,WDR11,protein-coding
100423062,IGLL5,protein-coding
106479270,RN7SL132P,pseudogene
84844,PHF5A,protein-coding
106481032,RN7SL398P,pseudogene
3543,IGLL1,protein-coding
106481883,RNU6-227P,pseudogene
100133261,CHORDC1P3,pseudogene
727896,CHORDC1P4,pseudogene
391048,CHORDC1P5,pseudogene
-2635,MIR-20/5P,miRNA
100128048,CHORDC1P1,pseudogene
339766,MROH2A,protein-coding
79785,RERGL,protein-coding
29104,N6AMT1,protein-coding
133558,MROH2B,protein-coding
11315,PARK7,protein-coding
1481,CSTP2,pseudogene
441490,FTHL18P,pseudogene
1480,CSTP1,pseudogene
106480957,RN7SL131P,pseudogene
106479369,RN7SL397P,pseudogene
284129,SLC26A11,protein-coding
645220,ADIPOR1P1,pseudogene
9215,LARGE1,protein-coding
106479782,RNU6-488P,pseudogene
283165,KIRREL3-AS3,ncRNA
120071,LARGE2,protein-coding
55317,AP5S1,protein-coding
5278,PIGAP1,pseudogene
106479665,RNU6-222P,pseudogene
100874251,KIRREL3-AS2,ncRNA
100874250,KIRREL3-AS1,ncRNA
100130433,LOC100130433,protein-coding
390503,ADIPOR1P2,pseudogene
3455,IFNAR2,protein-coding
-3634,MIR-548AA-1/548AA,miRNA
11081,KERA,protein-coding
101928140,PTPRK-AS1,ncRNA
106479269,RN7SL130P,pseudogene
62,ACTBP2,pseudogene
63,ACTBP3,pseudogene
106479368,RN7SL396P,pseudogene
643309,ACTBP1,pseudogene
66,ACTBP6,pseudogene
67,ACTBP7,pseudogene
647215,MROH3P,pseudogene
64,ACTBP4,pseudogene
-1729,MIR-3927/3927,miRNA
118568802,GLRX5P3,pseudogene
68,ACTBP8,pseudogene
118568821,GLRX5P2,pseudogene
100131176,WDR86-AS1,ncRNA
84830,ADTRP,protein-coding
69,ACTBP9,pseudogene
-2516,MIR-216/5P,miRNA
106480393,RNU6-487P,pseudogene
100128546,GLRX5P1,pseudogene
100130442,LOC100130442,protein-coding
106480561,RNU6-221P,pseudogene
3454,IFNAR1,protein-coding
-961,MIR-548A-2/548A,miRNA
84229,DRC7,protein-coding
25849,PARM1,protein-coding
317662,FAM149B1,protein-coding
124565,SLC38A10,protein-coding
-722,MIR-6504/5P,miRNA
151258,SLC38A11,protein-coding
100189130,TRL-CAG2-1,tRNA
100506025,CRPPA-AS1,ncRNA
100189089,TRL-CAG2-2,tRNA
5001,ORC5,protein-coding
5000,ORC4,protein-coding
106481031,RN7SL395P,pseudogene
23594,ORC6,protein-coding
4998,ORC1,protein-coding
23595,ORC3,protein-coding
101154686,MROH4P,pseudogene
4999,ORC2,protein-coding
51776,MAP3K20,protein-coding
84451,MAP3K21,protein-coding
1812,DRD1,protein-coding
106479666,RNU6-224P,pseudogene
105372963,MYO18B-AS1,ncRNA
1813,DRD2,protein-coding
1814,DRD3,protein-coding
1815,DRD4,protein-coding
1816,DRD5,protein-coding
114883,OSBPL9,protein-coding
55215,FANCI,protein-coding
114882,OSBPL8,protein-coding
7405,UVRAG,protein-coding
112441433,MIR122HG,ncRNA
114881,OSBPL7,protein-coding
26097,CHTOP,protein-coding
114880,OSBPL6,protein-coding
114879,OSBPL5,protein-coding
57697,FANCM,protein-coding
55120,FANCL,protein-coding
100420520,MOCS3P2,pseudogene
26031,OSBPL3,protein-coding
392843,IQCA1L,protein-coding
326305,MOCS3P1,pseudogene
9885,OSBPL2,protein-coding
2175,FANCA,protein-coding
102724200,LOC102724200,protein-coding
-2587,MIR-204/5P,miRNA
2176,FANCC,protein-coding
100129408,LOC100129408,protein-coding
2187,FANCB,protein-coding
100288911,CRIM1-DT,ncRNA
2178,FANCE,protein-coding
100129406,LOC100129406,protein-coding
2189,FANCG,protein-coding
2188,FANCF,protein-coding
106479367,RN7SL394P,pseudogene
389840,MAP3K15,protein-coding
100419554,ZNF92P1Y,pseudogene
100189096,TRN-GTT17-1,tRNA
391174,CIAO2AP2,pseudogene
106480777,CIAO2AP1,pseudogene
80122,MAP3K19,protein-coding
100874433,IQCJ-SCHIP1-AS1,ncRNA
4294,MAP3K10,protein-coding
106481334,RNU6-489P,pseudogene
100130463,LOC100130463,protein-coding
92749,DRC1,protein-coding
9175,MAP3K13,protein-coding
106481248,RNU6-223P,pseudogene
9020,MAP3K14,protein-coding
-2521,MIR-216/3P,miRNA
83450,DRC3,protein-coding
27040,LAT,protein-coding
26255,PTTG3P,pseudogene
4296,MAP3K11,protein-coding
599,BCL2L2,protein-coding
7786,MAP3K12,protein-coding
598,BCL2L1,protein-coding
106479781,RNU6-484P,pseudogene
-424,MIR-7703/7703,miRNA
-723,MIR-6504/3P,miRNA
106481756,RN7SL393P,pseudogene
81606,LBH,protein-coding
116154,PHACTR3,protein-coding
9749,PHACTR2,protein-coding
221692,PHACTR1,protein-coding
3929,LBP,protein-coding
105369316,SLC25A47P1,pseudogene
3930,LBR,protein-coding
128817,CSTL1,protein-coding
65979,PHACTR4,protein-coding
106479780,RNU6-483P,pseudogene
100129772,TMPOP1,pseudogene
100533619,TMPOP2,pseudogene
150468,CKAP2L,protein-coding
5356,PLRG1,protein-coding
125906382,ADIPINT,ncRNA
114609,TIRAP,protein-coding
-1868,MIR-368/368,miRNA
5611,DNAJC3,protein-coding
27000,DNAJC2,protein-coding
64215,DNAJC1,protein-coding
345651,ACTBL2,protein-coding
7266,DNAJC7,protein-coding
9829,DNAJC6,protein-coding
3932,LCK,protein-coding
80331,DNAJC5,protein-coding
3338,DNAJC4,protein-coding
100302739,PCNA-AS1,ncRNA
23234,DNAJC9,protein-coding
22826,DNAJC8,protein-coding
84081,NSRP1,protein-coding
3938,LCT,protein-coding
106480506,RN7SL392P,pseudogene
111216278,OASL2P,pseudogene
106481247,RNU6-220P,pseudogene
103752555,SPATA17-AS1,ncRNA
-2920,MIR-3917/3917,miRNA
414778,HCG17,ncRNA
414777,HCG18,ncRNA
-1114,MIR-514A-2/5P,miRNA
414761,HCG15,ncRNA
101928554,ITPR2-AS1,ncRNA
3300,DNAJB2,protein-coding
3337,DNAJB1,protein-coding
100874194,CLDN10-AS1,ncRNA
10049,DNAJB6,protein-coding
25822,DNAJB5,protein-coding
11080,DNAJB4,protein-coding
414061,DNAJB3,unknown
100127905,SMIM11P1,pseudogene
414760,HCG14,ncRNA
4189,DNAJB9,protein-coding
493812,HCG11,ncRNA
165721,DNAJB8,protein-coding
150353,DNAJB7,protein-coding
106481030,RN7SL391P,pseudogene
106481898,RNU6-486P,pseudogene
644168,DRGX,protein-coding
319085,ITPK1-AS1,ncRNA
352961,HCG26,ncRNA
253018,HCG27,ncRNA
340390,WDR97,protein-coding
23248,RPRD2,protein-coding
100129447,LOC100129447,protein-coding
100132929,FAM25BP,pseudogene
3301,DNAJA1,protein-coding
55466,DNAJA4,protein-coding
9093,DNAJA3,protein-coding
3952,LEP,protein-coding
10294,DNAJA2,protein-coding
105369525,NECTIN1-AS1,ncRNA
414768,HCG24,ncRNA
4733,DRG1,protein-coding
414765,HCG25,ncRNA
1819,DRG2,protein-coding
285834,HCG22,ncRNA
414764,HCG23,ncRNA
105375013,HCG20,ncRNA
100310869,IGKV2OR2-7D,pseudogene
-2071,MIR-5682/5682,miRNA
106479366,RN7SL390P,pseudogene
102723346,HCG21,ncRNA
106481333,RNU6-485P,pseudogene
728169,DUX4L16,pseudogene
10410,IFITM3,protein-coding
111188160,MTND4P41,pseudogene
643001,DUX4L17,pseudogene
55591,VEZT,protein-coding
112272547,MTND4P40,pseudogene
100132421,DUX4L18,pseudogene
8519,IFITM1,protein-coding
643034,DUX4L19,pseudogene
10581,IFITM2,protein-coding
440014,DUX4L12,pseudogene
106480583,RNU6-480P,pseudogene
100289581,DUX4L13,pseudogene
728022,DUX4L14,pseudogene
25973,PARS2,protein-coding
440017,DUX4L15,pseudogene
106479114,RN7SKP44,pseudogene
106481806,RN7SKP43,pseudogene
23209,MLC1,protein-coding
106480847,RN7SKP46,pseudogene
106479115,RN7SKP45,pseudogene
106479113,RN7SKP40,pseudogene
9394,HS6ST1,protein-coding
-2384,MIR-27B/3P,miRNA
106480846,RN7SKP42,pseudogene
90161,HS6ST2,protein-coding
101927417,FHAD1-AS1,ncRNA
266722,HS6ST3,protein-coding
-3241,MIR-4651/4651,miRNA
6209,RPS15,protein-coding
6208,RPS14,protein-coding
6218,RPS17,protein-coding
6217,RPS16,protein-coding
106480844,RN7SKP37,pseudogene
158373,YBX1P10,pseudogene
6223,RPS19,protein-coding
106480458,RN7SKP36,pseudogene
6222,RPS18,protein-coding
106480845,RN7SKP39,pseudogene
403248,OR4A42P,pseudogene
106479112,RN7SKP38,pseudogene
25859,PART1,ncRNA
102723538,DUX4L20,pseudogene
102723518,DUX4L21,pseudogene
102723495,DUX4L22,pseudogene
6205,RPS11,protein-coding
6204,RPS10,protein-coding
387733,IFITM5,protein-coding
6207,RPS13,protein-coding
6206,RPS12,protein-coding
100873252,MTND4P31,pseudogene
23524,SRRM2,protein-coding
3137,HLA-J,pseudogene
100873251,MTND4P30,pseudogene
222183,SRRM3,protein-coding
3138,HLA-K,pseudogene
727703,IGFL1P1,pseudogene
84530,SRRM4,protein-coding
3136,HLA-H,pseudogene
100170229,SRRM5,protein-coding
727704,IGFL1P2,pseudogene
267014,HLA-N,pseudogene
3139,HLA-L,pseudogene
127379740,SMIM11P2,pseudogene
112163524,MTND4P39,pseudogene
106479119,RN7SKP55,pseudogene
55214,P3H2,protein-coding
3106,HLA-B,protein-coding
107080626,RN7SKP54,pseudogene
64175,P3H1,protein-coding
3107,HLA-C,protein-coding
112163599,MTND4P37,pseudogene
106479120,RN7SKP57,pseudogene
10609,P3H4,protein-coding
107403074,MTND4P36,pseudogene
106481807,RN7SKP56,pseudogene
10536,P3H3,protein-coding
3105,HLA-A,protein-coding
107075117,MTND4P35,pseudogene
106480481,RN7SL14P,pseudogene
106479117,RN7SKP51,pseudogene
80868,HCG4B,ncRNA
3134,HLA-F,protein-coding
107075308,MTND4P34,pseudogene
106480459,RN7SKP50,pseudogene
3135,HLA-G,protein-coding
107075253,MTND4P33,pseudogene
106480849,RN7SKP53,pseudogene
100421537,BPNT2P1,pseudogene
28855,IGKV2OR2-10,pseudogene
106479118,RN7SKP52,pseudogene
100873253,MTND4P32,pseudogene
